Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Max_Turbo_Frequency,Cache,Bus_Speed,TDP,Embedded_Options_Available,Conflict_Free,Max_Memory_Size,Memory_Types,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,ECC_Memory_Supported,Processor_Graphics_,Graphics_Base_Frequency,Graphics_Max_Dynamic_Frequency,Graphics_Video_Max_Memory,Graphics_Output,Support_4k,Max_Resolution_HDMI,Max_Resolution_DP,Max_Resolution_eDP_Integrated_Flat_Panel,DirectX_Support,OpenGL_Support,PCI_Express_Revision,PCI_Express_Configurations_,Max_nb_of_PCI_Express_Lanes,T,Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Intel_64_,Instruction_Set,Instruction_Set_Extensions,Idle_States,Thermal_Monitoring_Technologies,Secure_Key,Execute_Disable_Bit
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,180 nm,N/A,1,,667 MHz,,256 KB L2,133 MHz FSB,21.3 W,Yes,,,,,,,,,,,,,,,,,,,,,55°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,250 nm,N/A,1,,500 MHz,,512 KB L2,100 MHz FSB,36 W,No,,,,,,,,,,,,,,,,,,,,,75°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,130 nm,"$1,100.00 ",1,,1.50 GHz,,1 MB L2,400 MHz FSB,48 W,No,,,,,,,,,,,,,,,,,,,,,67°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,7140M,End of Life,,65 nm,N/A,2,,3.40 GHz,,16 MB L2,800 MHz FSB,150 W,No,,,,,,,,,,,,,,,,,,,,,69°C,Yes,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,Q4'02,130 nm,N/A,1,,2.40 GHz,,512 KB L2,533 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,C1+D1=74°C; M0=72°C,Yes,No,No,32-bit,,No,,,No
Legacy Intel® Xeon® Processors,Server,7030,End of Life,,90 nm,"$1,980.00 ",2,,2.80 GHz,,2 MB L2,800 MHz FSB,165 W,No,,,,,,,,,,,,,,,,,,,,,76°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,90 nm,N/A,1,,3.00 GHz,,8 MB L2,667 MHz FSB,129 W,No,,,,,,,,,,,,,,,,,,,,,73°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Life,,90 nm,N/A,1,,2.80 GHz,,1 MB L2,800 MHz FSB,103 W,Yes,,,,,,,,,,,,,,,,,,,,,72°C,Yes,No,,64-bit,,,,,
Legacy Intel® Xeon® Processors,Server,W3690,End of Life,Q1'11,32 nm,N/A,6,12,3.46 GHz,3.73 GHz,12 MB SmartCache,6.4 GT/s QPI,130 W,No,,24 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes
Legacy Intel® Xeon® Processors,Server,X5690,End of Life,Q1'11,32 nm,$1663.00 - $1666.00,6,12,3.46 GHz,3.73 GHz,12 MB SmartCache,6.4 GT/s QPI,130 W,No,,288 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,78.5°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,,N/A,1,,400 MHz,,512 KB L2,100 MHz FSB,30.8 W,No,,,,,,,,,,,,,,,,,,,,,75°C,,,,,,,,,
Legacy Intel® Xeon® Processors,Embedded,LC3528,Launched,Q1'10,45 nm,$326.00 ,2,4,1.73 GHz,1.87 GHz,4 MB L3,2.5 GT/s DMI,35 W,Yes,Yes,,,2,,Yes,,,,,,,,,,,,2,,,79.5°C - 94.5°C,Yes,Yes,,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Embedded,LC5518,Launched,Q1'10,45 nm,$493.00 ,4,8,1.73 GHz,2.13 GHz,8 MB L3,4.8 GT/s QPI,48 W,Yes,Yes,,,3,,Yes,,,,,,,,,,,,2,,,77.5°C - 92.5°C,Yes,Yes,,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,X7550,End of Life,Q1'10,45 nm,N/A,8,16,2.00 GHz,2.40 GHz,18 MB L3,6.4 GT/s QPI,130 W,No,,,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),,,,,,,,,,,,,,,,,,69°C,Yes,Yes,Yes,,,,,,Yes
Legacy Intel® Xeon® Processors,Server,E6540,End of Life,Q1'10,45 nm,N/A,6,12,2.00 GHz,2.27 GHz,18 MB L3,6.4 GT/s QPI,105 W,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,Yes
Legacy Intel® Xeon® Processors,Server,X3470,End of Life,Q3'09,45 nm,$339.00 ,4,8,2.93 GHz,3.60 GHz,8 MB SmartCache,2.5 GT/s DMI,95 W,No,,32 GB,DDR3 800/1066/1333 ,2,21 GB/s,Yes,,,,,,,,,,,,2,"1x16, 2x8, 4x4",16,72.7°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes
Legacy Intel® Xeon® Processors,Server,W3570,End of Life,Q1'09,45 nm,"$1,059.00 ",4,8,3.20 GHz,3.46 GHz,8 MB SmartCache,6.4 GT/s QPI,130 W,No,,24 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes
Legacy Intel® Xeon® Processors,Server,X5560,Launched,Q1'09,45 nm,N/A,4,8,2.80 GHz,3.20 GHz,8 MB SmartCache,6.4 GT/s QPI,95 W,No,,144 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,75°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,L7455,End of Life,Q3'08,45 nm,N/A,6,,2.13 GHz,,12 MB L2,1066 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,73°C,No,Yes,Yes,64-bit,,No,,,Yes
Legacy Intel® Xeon® Processors,Embedded,L3014,Launched,Q1'08,45 nm,N/A,1,,2.40 GHz,,3 MB L2,1066 MHz FSB,30 W,No,Yes,,,,,,,,,,,,,,,,,,,,,No,No,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,X3370,End of Life,Q3'08,45 nm,$339.00 ,4,,3.00 GHz,,12 MB L2,1333 MHz FSB,95 W,No,,,,,,,,,,,,,,,,,,,,,71.4°C,No,Yes,Yes,64-bit,,No,,,Yes
Legacy Intel® Xeon® Processors,Server,E3120,End of Life,Q3'08,45 nm,N/A,2,,3.16 GHz,,6 MB L2,1333 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,72.4°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,X5272,End of Life,Q4'07,45 nm,N/A,2,,3.40 GHz,,6 MB L2,1600 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,X5482,End of Life,Q4'07,45 nm,N/A,4,,3.20 GHz,,12 MB L2,1600 MHz FSB,150 W,No,,,,,,,,,,,,,,,,,,,,,63°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,L7345,End of Life,Q3'07,65 nm,N/A,4,,1.86 GHz,,8 MB L2,1066 MHz FSB,50 W,No,,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,E7210,End of Life,Q3'07,65 nm,N/A,2,,2.40 GHz,,8 MB L2,1066 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,64°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,5138,Launched,Q2'06,65 nm,$494.00 ,2,,2.13 GHz,,4 MB L2,1066 MHz FSB,35 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,70.8°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,X5355,End of Life,Q4'06,65 nm,N/A,4,,2.66 GHz,,8 MB L2,1333 MHz FSB,120 W,No,,,,,,No,,,,,,,,,,,,,,,70°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,X3220,End of Life,Q1'07,65 nm,N/A,4,,2.40 GHz,,8 MB L2,1066 MHz FSB,105 W,No,,,,,,No,,,,,,,,,,,,,,,62.2°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,180 nm,N/A,1,,600 MHz,,256 KB L2,133 MHz FSB,19.2 W,Yes,,,,,,,,,,,,,,,,,,,,,55°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,250 nm,N/A,1,,500 MHz,,2 MB L2,100 MHz FSB,36.2 W,No,,,,,,,,,,,,,,,,,,,,,75°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,180 nm,N/A,1,,1.40 GHz,,512 KB L2,400 MHz FSB,64 W,No,,,,,,,,,,,,,,,,,,,,,74°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,7140N,End of Life,,65 nm,N/A,2,,3.33 GHz,,16 MB L2,667 MHz FSB,150 W,No,,,,,,,,,,,,,,,,,,,,,69°C,Yes,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,130 nm,N/A,1,,2.40 GHz,,1 MB L2,533 MHz FSB,77 W,No,,,,,,,,,,,,,,,,,,,,,72°C,Yes,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,7040,End of Life,,90 nm,"$3,157.00 ",2,,3.00 GHz,,4 MB L2,667 MHz FSB,165 W,No,,,,,,No,,,,,,,,,,,,,,,76°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,5070,End of Life,,65 nm,N/A,2,,3.46 GHz,,4 MB L2,1066 MHz FSB,130 W,No,,,,,,,,,,,,,,,,,,,,,78°C,Yes,Yes,Yes,64-bit,,No,,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,90 nm,N/A,1,,3.00 GHz,,2 MB,800 MHz FSB,,No,,,,,,,,,,,,,,,,,,,,,,,,,64-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,,N/A,1,,400 MHz,,512 KB L2,66 MHz FSB,18.6 W,No,,,,,,,,,,,,,,,,,,,,,65°C,,,,,,,,,
Legacy Intel® Xeon® Processors,Server,X3480,End of Life,Q2'10,45 nm,$623.00 ,4,8,3.06 GHz,3.73 GHz,8 MB SmartCache,2.5 GT/s DMI,95 W,No,,32 GB,DDR3 800/1066/1333 ,2,21 GB/s,Yes,,,,,,,,,,,,2,"1x16, 2x8, 4x4",16,72.7°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes
Legacy Intel® Xeon® Processors,Embedded,LC5528,Launched,Q1'10,45 nm,$493.00 ,4,8,2.13 GHz,2.53 GHz,8 MB L3,4.8 GT/s QPI,60 W,Yes,Yes,,,3,,Yes,,,,,,,,,,,,2,,,70.0°C - 85.0°C,Yes,Yes,,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,X7560,End of Life,Q1'10,45 nm,N/A,8,16,2.27 GHz,2.67 GHz,24 MB L3,6.4 GT/s QPI,130 W,No,,,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,Yes
Legacy Intel® Xeon® Processors,Server,X6550,End of Life,Q1'10,45 nm,N/A,8,16,2.00 GHz,2.40 GHz,18 MB L3,6.4 GT/s QPI,130 W,No,,,,,,,,,,,,,,,,,,,,,69°C,Yes,Yes,Yes,,,,,,Yes
Legacy Intel® Xeon® Processors,Server,X3380,End of Life,Q1'09,45 nm,$562.00 ,4,,3.16 GHz,,12 MB L2,1333 MHz FSB,95 W,No,,,,,,,,,,,,,,,,,,,,,71.4°C,No,Yes,Yes,64-bit,,,,,Yes
Legacy Intel® Xeon® Processors,Server,W3580,End of Life,Q3'09,45 nm,"$1,059.00 ",4,8,3.33 GHz,3.60 GHz,8 MB SmartCache,6.4 GT/s QPI,130 W,No,,24 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,67.9°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes
Legacy Intel® Xeon® Processors,Server,X5570,Launched,Q1'09,45 nm,N/A,4,8,2.93 GHz,3.33 GHz,8 MB SmartCache,6.4 GT/s QPI,95 W,No,,144 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,75°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,X7460,End of Life,Q3'08,45 nm,"$2,837.00 ",6,,2.66 GHz,,16 MB L2,1066 MHz FSB,130 W,No,,,,,,,,,,,,,,,,,,,,,64°C,No,Yes,Yes,64-bit,,No,,,Yes
Legacy Intel® Xeon® Processors,Server,X5492,End of Life,Q3'08,45 nm,N/A,4,,3.40 GHz,,12 MB L2,1600 MHz FSB,150 W,No,,,,,,,,,,,,,,,,,,,,,63°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,L3110,End of Life,Q1'09,45 nm,$243.00 ,2,,3.00 GHz,,6 MB L2,1333 MHz FSB,45 W,No,,,,,,,,,,,,,,,,,,,,,78.65°C,No,Yes,Yes,64-bit,,,,,Yes
Legacy Intel® Xeon® Processors,Server,X3230,End of Life,Q3'07,65 nm,N/A,4,,2.66 GHz,,8 MB L2,1066 MHz FSB,95 W,No,,,,,,,,,,,,,,,,,,,,,60.4°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,X7350,End of Life,Q3'07,65 nm,N/A,4,,2.93 GHz,,8 MB L2,1066 MHz FSB,130 W,No,,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,E7220,End of Life,Q3'07,65 nm,N/A,2,,2.93 GHz,,8 MB L2,1066 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,64°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,X5365,End of Life,Q3'07,65 nm,N/A,4,,3.00 GHz,,8 MB L2,1333 MHz FSB,150 W,No,,,,,,,,,,,,,,,,,,,,,63°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,7150N,End of Life,,65 nm,N/A,2,,3.50 GHz,,16 MB L2,667 MHz FSB,150 W,No,,,,,,,,,,,,,,,,,,,,,69°C,Yes,Yes,Yes,64-bit,,No,,,Yes
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,250 nm,N/A,1,,500 MHz,,1 MB L2,100 MHz FSB,44 W,No,,,,,,,,,,,,,,,,,,,,,75°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,180 nm,N/A,1,,1.00 GHz,,256 KB L2,133 MHz FSB,30.8 W,Yes,,,,,,,,,,,,,,,,,,,,,55°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,,End of Life,Q1'02,130 nm,N/A,1,,2.00 GHz,,512 KB L2,533 MHz FSB,58 W,No,,,,,,,,,,,,,,,,,,,,,70°C,Yes,No,No,32-bit,,No,,,No
Legacy Intel® Xeon® Processors,Server,,End of Interactive Support,,180 nm,N/A,1,,1.40 GHz,,256 KB L2,400 MHz FSB,56 W,No,,,,,,,,,,,,,,,,,,,,,69°C,,No,,32-bit,,,,,
Legacy Intel® Xeon® Processors,Server,7041,End of Life,,90 nm,"$3,157.00 ",2,,3.00 GHz,,4 MB L2,800 MHz FSB,165 W,No,,,,,,,,,,,,,,,,,,,,,76°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes
Legacy Intel® Xeon® Processors,Server,5148,Launched,Q2'06,65 nm,N/A,2,,2.33 GHz,,4 MB L2,1333 MHz FSB,40 W,Yes,Yes,,,,,No,,,,,,,,,,,,,,,58°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes
Legacy Intel® Xeon® Processors,Server,5080,End of Life,,65 nm,$851.00 ,2,,3.73 GHz,,4 MB L2,1066 MHz FSB,130 W,No,,,,,,,,,,,,,,,,,,,,,78°C,Yes,Yes,Yes,64-bit,,No,,,Yes
Legacy Intel® Xeon® Processors,Server,,Launched,,90 nm,N/A,1,,2.83 GHz,,4 MB L2,667 MHz FSB,129 W,No,,,,,,,,,,,,,,,,,,,,,73°C,,No,,32-bit,,,,,
Intel® Xeon Phi™ x100 Product Family,Server,5110P,End of Life,Q4'12,22 nm,N/A,60,,1.05 GHz,,30 MB L2,,225 W,No,,8 GB,,16,320 GB/s,Yes,,,,,,,,,,,,2,,,,,,,64-bit,IMCI,,,,
Intel® Xeon Phi™ x100 Product Family,Server,5120D,End of Life,Q2'13,22 nm,N/A,60,,1.05 GHz,,30 MB L2,,245 W,No,,8 GB,,16,352 GB/s,Yes,,,,,,,,,,,,2,,,,,,,64-bit,IMCI,,,,
Intel® Xeon Phi™ x100 Product Family,Server,7120X,End of Life,Q2'13,22 nm,N/A,61,,1.24 GHz,1.33 GHz,30.5 MB L2,,300 W,No,,16 GB,,16,352 GB/s,Yes,,,,,,,,,,,,2,,,,,,,64-bit,IMCI,,,,
Intel® Xeon Phi™ x100 Product Family,Server,7120P,End of Life,Q2'13,22 nm,N/A,61,,1.24 GHz,1.33 GHz,30.5 MB L2,,300 W,No,,16 GB,,16,352 GB/s,Yes,,,,,,,,,,,,2,,,,,,,64-bit,IMCI,,,,
Intel® Xeon Phi™ x100 Product Family,Server,7120D,End of Life,Q1'14,22 nm,N/A,61,,1.24 GHz,1.33 GHz,30.5 MB L2,,270 W,No,,16 GB,,16,352 GB/s,Yes,,,,,,,,,,,,2,,,,,,,64-bit,IMCI,,,,
Intel® Xeon Phi™ x100 Product Family,Server,7120A,End of Life,Q2'14,22 nm,N/A,61,,1.24 GHz,1.33 GHz,30.5 MB L2,,300 W,No,,16 GB,,16,352 GB/s,Yes,,,,,,,,,,,,2,,,,,,,64-bit,IMCI,,,,
Intel® Xeon Phi™ x200 Product Family,Server,7290,Launched,Q4'16,14 nm,"$3,213.00 ",72,,1.50 GHz,1.70 GHz,36 MB L2,,245 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Xeon Phi™ x200 Product Family,Server,7250F,Launched,Q4'16,14 nm,"$2,591.00 ",68,,1.40 GHz,1.60 GHz,34 MB L2,,230 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",4,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Xeon Phi™ x200 Product Family,Server,7250,Launched,Q2'16,14 nm,"$2,436.00 ",68,,1.40 GHz,1.60 GHz,34 MB L2,,215 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Xeon Phi™ x200 Product Family,Server,7230F,Launched,Q4'16,14 nm,"$2,147.00 ",64,,1.30 GHz,1.50 GHz,32 MB L2,,230 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",4,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Xeon Phi™ x200 Product Family,Server,7230,Launched,Q2'16,14 nm,"$1,992.00 ",64,,1.30 GHz,1.50 GHz,32 MB L2,,215 W,No,Yes,384 GB,DDR4-2400,6,115.2 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Xeon Phi™ x200 Product Family,Server,7210F,Launched,Q4'16,14 nm,"$2,036.00 ",64,,1.30 GHz,1.50 GHz,32 MB L2,,230 W,No,Yes,384 GB,DDR4-2133,6,102 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",4,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Xeon Phi™ x200 Product Family,Server,7210,Launched,Q2'16,14 nm,"$1,881.00 ",64,,1.30 GHz,1.50 GHz,32 MB L2,,215 W,No,Yes,384 GB,DDR4-2133,6,102 GB/s,Yes,,,,,,,,,,,,3,"x16 port (Port and 3) may negotiate down to x8, x4, x2, or x1. x4 port (Port1) may negotiate down to x2, or x1",36,,,No,Yes,64-bit,Intel(R) AVX-512,Yes,Yes,,Yes
Intel® Itanium® Processor 9700 Series,Server,9750,Launched,Q2'17,32 nm,"$3,750.00 ",4,8,2.53 GHz,,32 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,,,,,,,,,,,,95.0 C,Yes,Yes,,,,,,,Yes
Intel® Itanium® Processor 9700 Series,Server,9740,Launched,Q2'17,32 nm,"$2,650.00 ",8,16,2.13 GHz,,24 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,,,,,,,,,,,,95.0 C,Yes,Yes,,,,,,,Yes
Intel® Itanium® Processor 9700 Series,Server,9720,Launched,Q2'17,32 nm,"$1,350.00 ",4,8,1.73 GHz,,20 MB,6.4 GT/s QPI,130 W,No,,,,,,Yes,,,,,,,,,,,,,,,95.0 C,Yes,Yes,,,,,,,Yes
Intel® Itanium® Processor 9500 Series,Server,9540,Launched,Q4'12,32 nm,"$2,650.00 ",8,16,2.13 GHz,,24 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,,,,,,,,,,,,95 C,Yes,Yes,,,,,,,Yes
Intel® Itanium® Processor 9500 Series,Server,9550,Launched,Q4'12,32 nm,"$3,750.00 ",4,8,2.40 GHz,,32 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,,,,,,,,,,,,95 C,Yes,Yes,,,,,,,Yes
Intel® Itanium® Processor 9500 Series,Server,9560,Launched,Q4'12,32 nm,"$4,650.00 ",8,16,2.53 GHz,,32 MB,6.4 GT/s QPI,170 W,No,,,,,,Yes,,,,,,,,,,,,,,,95 C,Yes,Yes,,,,,,,Yes
Intel® Xeon® Processor E7 Family,Server,E7-2803,End of Life,Q2'11,32 nm,$774.00 ,6,12,1.73 GHz,,18 MB SmartCache,4.8 GT/s QPI,105 W,No,,1.02 TB,DDR3 800/978/1066/1333 (Max Speed 800 MHz),4,,Yes,,,,,,,,,,,,,,,64°C,Yes,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,,Yes
Intel® Xeon® Processor E7 v2 Family,Server,E7-2850V2,Launched,Q1'14,22 nm,N/A,12,24,2.30 GHz,2.80 GHz,24 MB,7.2 GT/s QPI,105 W,No,Yes,1.54 TB,DDR3 1066/1333/1600,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",32,68°C,Yes,Yes,Yes,64-bit,AVX,Yes,Yes,Yes,Yes
Intel® Xeon® Processor E7 v3 Family,Server,E7-4809V3,Launched,Q2'15,22 nm,"$1,223.00 ",8,16,2.00 GHz,,20 MB Last Level Cache,6.4 GT/s QPI,115 W,No,Yes,1.54 TB,"DDR4-1333/1600/1866,
DDR3-1066/1333",4,85 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",32,70°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes
Intel® Xeon® Processor E7 v4 Family,Server,E7-4809V4,Launched,Q2'16,14 nm,"$1,223.00 ",8,16,2.10 GHz,,20 MB,6.4 GT/s QPI,115 W,No,Yes,3.07 TB,DDR4-1333/1600/1866   DDR3-1066/1333,4,85 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",32,69°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes
Intel® Xeon® Scalable Processors,Server,3104,Launched,Q3'17,14 nm,$213.00 - $223.00,6,6,1.70 GHz,,8.25 MB L3,,85 W,No,Yes,768 GB,DDR4-2133,6,,Yes,,,,,,,,,,,,3,,48,78°C,No,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes
Legacy Intel® Celeron® Processor,Desktop,365,End of Interactive Support,Q1'07,65 nm,N/A,1,,3.60 GHz,,512 KB L2,533 MHz FSB,65 W,No,,,,,,No,,,,,,,,,,,,,,,64.4°C,No,No,Yes,64-bit,,No,,,Yes
Intel® Celeron® Processor 1000 Series,Mobile,1000M,Launched,Q1'13,22 nm,$75.00 ,2,2,1.80 GHz,,2 MB SmartCache,5 GT/s DMI,35 W,No,Yes,32 GB,"DDR3/L/-RS 1333/1600	",2,25.6 GB/s,No,,650 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",1,105 C,No,Yes,Yes,64-bit,SSE4.x,Yes,Yes,,Yes
Intel® Celeron® Processor 2000 Series,Embedded,2000E,Launched,Q1'14,22 nm,$86.00 ,2,2,2.20 GHz,,2 MB SmartCache,5 GT/s DMI2,37 W,Yes,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,Yes,,400 MHz,900 MHz,1 GB,eDP/DP/HDMI/VGA,,,,,,,3,1x16 or 2x8 or 1x8 2x4,16,100°C ,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes
Intel® Pentium® Processor G Series,Desktop,G2010,End of Life,Q1'13,22 nm,$64.00 ,2,2,2.80 GHz,,3 MB SmartCache,5 GT/s DMI,55 W,No,Yes,32 GB,DDR3 1333,2,21 GB/s,Yes,,650 MHz,1.05 GHz,,,,,,,,,2,"up to 1x16, 2x8, 1x8 & 2x4",,,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,No,Yes
Intel® Pentium® Processor D Series,Server,D1507,Launched,Q4'15,14 nm,$103.00 ,2,2,1.20 GHz,,3 MB,,20 W,Yes,Yes,128 GB,"DDR4, DDR3",2,,Yes,,,,,,,,,,,,2.0/3.0,x4 x8 x16,32,,No,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes
