"","term","loan_status","Date","home_ownership"
"13070"," 60 months","Fully Paid","10/1/2010","RENT"
"13071"," 60 months","Charged Off","10/1/2010","RENT"
"13072"," 36 months","Fully Paid","10/1/2010","RENT"
"13073"," 60 months","Charged Off","10/1/2010","RENT"
"13074"," 60 months","Fully Paid","10/1/2010","RENT"
"13075"," 36 months","Charged Off","10/1/2010","RENT"
"13076"," 60 months","Fully Paid","10/1/2010","RENT"
"13077"," 60 months","Fully Paid","10/1/2010","RENT"
"13078"," 60 months","Fully Paid","10/1/2010","RENT"
"13079"," 36 months","Charged Off","10/1/2010","RENT"
"13080"," 60 months","Fully Paid","10/1/2010","RENT"
"13081"," 36 months","Fully Paid","10/1/2010","RENT"
"13082"," 60 months","Fully Paid","10/1/2010","RENT"
"13083"," 36 months","Fully Paid","10/1/2010","RENT"
"13084"," 36 months","Fully Paid","10/1/2010","RENT"
"13085"," 36 months","Fully Paid","10/1/2010","RENT"
"13086"," 60 months","Fully Paid","10/1/2010","RENT"
"13087"," 60 months","Fully Paid","10/1/2010","OWN"
"13088"," 60 months","Fully Paid","10/1/2010","RENT"
"13089"," 36 months","Fully Paid","10/1/2010","RENT"
"13090"," 36 months","Fully Paid","10/1/2010","RENT"
"13091"," 36 months","Fully Paid","10/1/2010","RENT"
"13092"," 60 months","Charged Off","10/1/2010","RENT"
"13093"," 60 months","Fully Paid","10/1/2010","RENT"
"13094"," 60 months","Fully Paid","10/1/2010","RENT"
"13095"," 36 months","Fully Paid","10/1/2010","RENT"
"13096"," 36 months","Charged Off","10/1/2010","RENT"
"13097"," 36 months","Fully Paid","10/1/2010","RENT"
"13098"," 60 months","Charged Off","10/1/2010","RENT"
"13099"," 36 months","Charged Off","10/1/2010","RENT"
"13100"," 60 months","Fully Paid","10/1/2010","OWN"
"13101"," 60 months","Fully Paid","10/1/2010","RENT"
"13102"," 36 months","Fully Paid","10/1/2010","RENT"
"13103"," 60 months","Charged Off","10/1/2010","RENT"
"13104"," 36 months","Fully Paid","10/1/2010","RENT"
"13105"," 36 months","Fully Paid","10/1/2010","RENT"
"13106"," 36 months","Fully Paid","10/1/2010","RENT"
"13107"," 36 months","Fully Paid","10/1/2010","RENT"
"13108"," 60 months","Fully Paid","10/1/2010","RENT"
"13109"," 60 months","Fully Paid","10/1/2010","RENT"
"13110"," 36 months","Fully Paid","10/1/2010","RENT"
"13111"," 36 months","Fully Paid","10/1/2010","RENT"
"13112"," 36 months","Fully Paid","10/1/2010","RENT"
"13113"," 60 months","Fully Paid","10/1/2010","RENT"
"13114"," 60 months","Fully Paid","10/1/2010","RENT"
"13115"," 36 months","Fully Paid","10/1/2010","RENT"
"13116"," 60 months","Charged Off","10/1/2010","RENT"
"13117"," 60 months","Charged Off","10/1/2010","OWN"
"13118"," 60 months","Fully Paid","10/1/2010","RENT"
"13119"," 60 months","Charged Off","10/1/2010","RENT"
"13120"," 36 months","Fully Paid","10/1/2010","RENT"
"13121"," 36 months","Fully Paid","10/1/2010","RENT"
"13122"," 36 months","Charged Off","10/1/2010","RENT"
"13123"," 36 months","Fully Paid","10/1/2010","OWN"
"13124"," 60 months","Fully Paid","10/1/2010","RENT"
"13125"," 60 months","Fully Paid","10/1/2010","RENT"
"13126"," 36 months","Fully Paid","10/1/2010","OWN"
"13127"," 60 months","Fully Paid","10/1/2010","RENT"
"13128"," 36 months","Fully Paid","10/1/2010","RENT"
"13129"," 36 months","Fully Paid","10/1/2010","RENT"
"13130"," 60 months","Fully Paid","10/1/2010","RENT"
"13131"," 36 months","Fully Paid","10/1/2010","RENT"
"13132"," 60 months","Fully Paid","10/1/2010","RENT"
"13133"," 36 months","Fully Paid","10/1/2010","RENT"
"13134"," 36 months","Fully Paid","10/1/2010","RENT"
"13135"," 36 months","Charged Off","10/1/2010","RENT"
"13136"," 36 months","Fully Paid","10/1/2010","RENT"
"13137"," 60 months","Fully Paid","10/1/2010","RENT"
"13138"," 36 months","Fully Paid","10/1/2010","OWN"
"13139"," 60 months","Fully Paid","10/1/2010","RENT"
"13140"," 36 months","Fully Paid","10/1/2010","RENT"
"13141"," 60 months","Fully Paid","10/1/2010","RENT"
"13142"," 60 months","Fully Paid","10/1/2010","RENT"
"13143"," 60 months","Charged Off","10/1/2010","RENT"
"13144"," 36 months","Fully Paid","10/1/2010","RENT"
"13145"," 36 months","Fully Paid","10/1/2010","RENT"
"13146"," 60 months","Fully Paid","10/1/2010","RENT"
"13147"," 36 months","Fully Paid","10/1/2010","RENT"
"13148"," 36 months","Fully Paid","10/1/2010","RENT"
"13149"," 36 months","Fully Paid","10/1/2010","RENT"
"13150"," 36 months","Charged Off","10/1/2010","RENT"
"13151"," 36 months","Fully Paid","10/1/2010","OWN"
"13152"," 36 months","Fully Paid","10/1/2010","RENT"
"13153"," 36 months","Fully Paid","10/1/2010","RENT"
"13154"," 60 months","Fully Paid","10/1/2010","RENT"
"13155"," 36 months","Fully Paid","10/1/2010","RENT"
"13156"," 36 months","Fully Paid","10/1/2010","RENT"
"13157"," 60 months","Charged Off","10/1/2010","RENT"
"13158"," 60 months","Fully Paid","10/1/2010","RENT"
"13159"," 36 months","Fully Paid","10/1/2010","RENT"
"13160"," 36 months","Fully Paid","10/1/2010","RENT"
"13161"," 36 months","Fully Paid","10/1/2010","RENT"
"13162"," 60 months","Fully Paid","10/1/2010","OWN"
"13163"," 36 months","Fully Paid","10/1/2010","RENT"
"13164"," 60 months","Charged Off","10/1/2010","RENT"
"13165"," 36 months","Fully Paid","10/1/2010","RENT"
"13166"," 36 months","Charged Off","10/1/2010","OWN"
"13167"," 60 months","Charged Off","10/1/2010","OWN"
"13168"," 36 months","Fully Paid","10/1/2010","RENT"
"13169"," 60 months","Fully Paid","10/1/2010","OWN"
"13170"," 60 months","Fully Paid","10/1/2010","RENT"
"13171"," 36 months","Charged Off","10/1/2010","RENT"
"13172"," 36 months","Fully Paid","10/1/2010","RENT"
"13173"," 60 months","Charged Off","10/1/2010","RENT"
"13174"," 60 months","Fully Paid","10/1/2010","OWN"
"13175"," 36 months","Fully Paid","10/1/2010","RENT"
"13176"," 36 months","Fully Paid","10/1/2010","RENT"
"13177"," 60 months","Charged Off","10/1/2010","RENT"
"13178"," 60 months","Fully Paid","10/1/2010","OWN"
"13179"," 60 months","Fully Paid","10/1/2010","RENT"
"13180"," 36 months","Fully Paid","10/1/2010","RENT"
"13181"," 36 months","Fully Paid","10/1/2010","RENT"
"13182"," 36 months","Fully Paid","10/1/2010","OWN"
"13183"," 60 months","Charged Off","10/1/2010","RENT"
"13184"," 60 months","Charged Off","10/1/2010","RENT"
"13185"," 36 months","Charged Off","10/1/2010","RENT"
"13186"," 36 months","Fully Paid","10/1/2010","RENT"
"13187"," 36 months","Fully Paid","10/1/2010","RENT"
"13188"," 36 months","Fully Paid","10/1/2010","RENT"
"13189"," 60 months","Fully Paid","10/1/2010","RENT"
"13190"," 60 months","Fully Paid","10/1/2010","RENT"
"13191"," 36 months","Fully Paid","10/1/2010","OWN"
"13192"," 60 months","Charged Off","10/1/2010","RENT"
"13193"," 36 months","Fully Paid","10/1/2010","RENT"
"13194"," 60 months","Fully Paid","10/1/2010","RENT"
"13195"," 36 months","Fully Paid","10/1/2010","RENT"
"13196"," 36 months","Fully Paid","10/1/2010","RENT"
"13197"," 36 months","Fully Paid","10/1/2010","OWN"
"13198"," 36 months","Fully Paid","10/1/2010","OWN"
"13199"," 36 months","Fully Paid","10/1/2010","RENT"
"13200"," 36 months","Fully Paid","10/1/2010","RENT"
"13201"," 36 months","Fully Paid","10/1/2010","RENT"
"13202"," 36 months","Fully Paid","10/1/2010","RENT"
"13203"," 60 months","Fully Paid","10/1/2010","RENT"
"13204"," 36 months","Fully Paid","10/1/2010","RENT"
"13205"," 60 months","Fully Paid","10/1/2010","RENT"
"13206"," 36 months","Fully Paid","10/1/2010","OWN"
"13207"," 60 months","Fully Paid","10/1/2010","RENT"
"13208"," 60 months","Fully Paid","10/1/2010","RENT"
"13209"," 36 months","Fully Paid","10/1/2010","OWN"
"13210"," 60 months","Charged Off","10/1/2010","RENT"
"13211"," 36 months","Fully Paid","10/1/2010","RENT"
"13212"," 60 months","Charged Off","10/1/2010","RENT"
"13213"," 36 months","Charged Off","10/1/2010","RENT"
"13214"," 36 months","Fully Paid","10/1/2010","RENT"
"13215"," 60 months","Fully Paid","10/1/2010","RENT"
"13216"," 60 months","Fully Paid","10/1/2010","RENT"
"13217"," 36 months","Fully Paid","10/1/2010","OWN"
"13218"," 36 months","Fully Paid","10/1/2010","RENT"
"13219"," 60 months","Fully Paid","10/1/2010","RENT"
"13220"," 60 months","Fully Paid","10/1/2010","RENT"
"13221"," 60 months","Fully Paid","10/1/2010","RENT"
"13222"," 36 months","Fully Paid","10/1/2010","RENT"
"13223"," 60 months","Fully Paid","10/1/2010","RENT"
"13224"," 60 months","Fully Paid","10/1/2010","RENT"
"13225"," 36 months","Fully Paid","10/1/2010","RENT"
"13226"," 36 months","Charged Off","10/1/2010","RENT"
"13227"," 60 months","Fully Paid","10/1/2010","RENT"
"13228"," 36 months","Fully Paid","10/1/2010","RENT"
"13229"," 60 months","Fully Paid","10/1/2010","RENT"
"13230"," 60 months","Charged Off","10/1/2010","RENT"
"13231"," 36 months","Fully Paid","10/1/2010","RENT"
"13232"," 60 months","Fully Paid","10/1/2010","RENT"
"13233"," 60 months","Fully Paid","10/1/2010","RENT"
"13234"," 36 months","Fully Paid","10/1/2010","RENT"
"13235"," 60 months","Fully Paid","10/1/2010","OWN"
"13236"," 60 months","Fully Paid","10/1/2010","RENT"
"13237"," 36 months","Fully Paid","10/1/2010","RENT"
"13238"," 36 months","Fully Paid","10/1/2010","RENT"
"13239"," 36 months","Fully Paid","10/1/2010","RENT"
"13240"," 60 months","Fully Paid","10/1/2010","OWN"
"13241"," 36 months","Fully Paid","10/1/2010","RENT"
"13242"," 60 months","Fully Paid","10/1/2010","RENT"
"13243"," 60 months","Fully Paid","10/1/2010","OWN"
"13244"," 36 months","Fully Paid","10/1/2010","RENT"
"13245"," 60 months","Fully Paid","10/1/2010","OWN"
"13246"," 60 months","Fully Paid","10/1/2010","RENT"
"13247"," 60 months","Charged Off","10/1/2010","RENT"
"13248"," 36 months","Fully Paid","10/1/2010","RENT"
"13249"," 60 months","Fully Paid","10/1/2010","RENT"
"13250"," 36 months","Fully Paid","10/1/2010","RENT"
"13251"," 36 months","Fully Paid","10/1/2010","RENT"
"13252"," 36 months","Fully Paid","10/1/2010","RENT"
"13253"," 36 months","Fully Paid","10/1/2010","RENT"
"13254"," 36 months","Fully Paid","10/1/2010","RENT"
"13255"," 36 months","Fully Paid","10/1/2010","RENT"
"13256"," 36 months","Fully Paid","10/1/2010","RENT"
"13257"," 36 months","Fully Paid","10/1/2010","RENT"
"13258"," 60 months","Charged Off","10/1/2010","OWN"
"13259"," 60 months","Fully Paid","10/1/2010","RENT"
"13260"," 60 months","Fully Paid","10/1/2010","RENT"
"13261"," 36 months","Fully Paid","10/1/2010","RENT"
"13262"," 60 months","Charged Off","10/1/2010","RENT"
"13263"," 36 months","Fully Paid","10/1/2010","RENT"
"13264"," 36 months","Fully Paid","10/1/2010","RENT"
"13265"," 36 months","Fully Paid","10/1/2010","RENT"
"13266"," 36 months","Charged Off","10/1/2010","RENT"
"13267"," 36 months","Fully Paid","10/1/2010","RENT"
"13268"," 60 months","Fully Paid","10/1/2010","RENT"
"13269"," 36 months","Fully Paid","10/1/2010","OWN"
"13270"," 36 months","Fully Paid","10/1/2010","OWN"
"13271"," 36 months","Fully Paid","10/1/2010","RENT"
"13272"," 36 months","Fully Paid","10/1/2010","RENT"
"13273"," 60 months","Fully Paid","10/1/2010","RENT"
"13274"," 36 months","Fully Paid","10/1/2010","RENT"
"13275"," 36 months","Fully Paid","10/1/2010","RENT"
"13276"," 60 months","Charged Off","10/1/2010","RENT"
"13277"," 36 months","Fully Paid","10/1/2010","RENT"
"13278"," 60 months","Fully Paid","10/1/2010","RENT"
"13279"," 36 months","Fully Paid","10/1/2010","RENT"
"13280"," 60 months","Fully Paid","10/1/2010","RENT"
"13281"," 36 months","Fully Paid","10/1/2010","OWN"
"13282"," 36 months","Fully Paid","10/1/2010","RENT"
"13283"," 36 months","Fully Paid","10/1/2010","OWN"
"13284"," 60 months","Fully Paid","10/1/2010","OWN"
"13285"," 36 months","Fully Paid","10/1/2010","RENT"
"13286"," 36 months","Fully Paid","10/1/2010","RENT"
"13287"," 60 months","Fully Paid","10/1/2010","RENT"
"13288"," 36 months","Fully Paid","10/1/2010","RENT"
"13289"," 60 months","Fully Paid","10/1/2010","RENT"
"13290"," 36 months","Fully Paid","10/1/2010","OWN"
"13291"," 36 months","Fully Paid","10/1/2010","RENT"
"13292"," 60 months","Charged Off","10/1/2010","RENT"
"13293"," 36 months","Charged Off","10/1/2010","RENT"
"13294"," 36 months","Charged Off","10/1/2010","RENT"
"13295"," 60 months","Fully Paid","10/1/2010","RENT"
"13296"," 36 months","Fully Paid","10/1/2010","RENT"
"13297"," 60 months","Charged Off","10/1/2010","RENT"
"13298"," 36 months","Fully Paid","10/1/2010","OWN"
"13299"," 36 months","Fully Paid","10/1/2010","RENT"
"13300"," 36 months","Fully Paid","10/1/2010","OWN"
"13301"," 36 months","Fully Paid","10/1/2010","RENT"
"13302"," 36 months","Fully Paid","10/1/2010","OWN"
"13303"," 36 months","Fully Paid","10/1/2010","OWN"
"13304"," 36 months","Fully Paid","10/1/2010","RENT"
"13305"," 36 months","Fully Paid","10/1/2010","RENT"
"13306"," 36 months","Fully Paid","10/1/2010","RENT"
"13307"," 36 months","Fully Paid","10/1/2010","RENT"
"13308"," 60 months","Fully Paid","10/1/2010","RENT"
"13309"," 60 months","Charged Off","10/1/2010","RENT"
"13310"," 36 months","Fully Paid","10/1/2010","OWN"
"13311"," 60 months","Fully Paid","10/1/2010","OWN"
"13312"," 60 months","Fully Paid","10/1/2010","RENT"
"13313"," 36 months","Fully Paid","10/1/2010","RENT"
"13314"," 36 months","Charged Off","10/1/2010","RENT"
"13315"," 60 months","Fully Paid","10/1/2010","RENT"
"13316"," 60 months","Charged Off","10/1/2010","RENT"
"13317"," 36 months","Charged Off","10/1/2010","OWN"
"13318"," 36 months","Fully Paid","10/1/2010","RENT"
"13319"," 36 months","Fully Paid","10/1/2010","RENT"
"13320"," 36 months","Fully Paid","10/1/2010","RENT"
"13321"," 36 months","Fully Paid","10/1/2010","RENT"
"13322"," 36 months","Charged Off","10/1/2010","RENT"
"13323"," 36 months","Fully Paid","10/1/2010","RENT"
"13324"," 36 months","Fully Paid","10/1/2010","RENT"
"13325"," 36 months","Fully Paid","10/1/2010","RENT"
"13326"," 36 months","Charged Off","10/1/2010","RENT"
"13327"," 36 months","Fully Paid","10/1/2010","RENT"
"13328"," 60 months","Fully Paid","10/1/2010","OWN"
"13329"," 60 months","Fully Paid","10/1/2010","RENT"
"13330"," 60 months","Fully Paid","10/1/2010","RENT"
"13331"," 36 months","Fully Paid","10/1/2010","OWN"
"13332"," 36 months","Fully Paid","10/1/2010","RENT"
"13333"," 36 months","Charged Off","10/1/2010","OWN"
"13334"," 36 months","Fully Paid","10/1/2010","RENT"
"13335"," 36 months","Fully Paid","10/1/2010","OWN"
"13336"," 60 months","Fully Paid","10/1/2010","RENT"
"13337"," 60 months","Fully Paid","10/1/2010","RENT"
"13338"," 60 months","Charged Off","10/1/2010","RENT"
"13339"," 60 months","Fully Paid","10/1/2010","RENT"
"13340"," 36 months","Fully Paid","10/1/2010","RENT"
"13341"," 36 months","Fully Paid","10/1/2010","RENT"
"13342"," 36 months","Fully Paid","10/1/2010","RENT"
"13343"," 60 months","Fully Paid","10/1/2010","RENT"
"13344"," 36 months","Fully Paid","10/1/2010","OWN"
"13345"," 36 months","Charged Off","10/1/2010","RENT"
"13346"," 36 months","Fully Paid","10/1/2010","OWN"
"13347"," 36 months","Fully Paid","10/1/2010","RENT"
"13348"," 60 months","Fully Paid","10/1/2010","RENT"
"13349"," 60 months","Fully Paid","10/1/2010","RENT"
"13350"," 60 months","Fully Paid","10/1/2010","OWN"
"13351"," 60 months","Fully Paid","10/1/2010","OWN"
"13352"," 36 months","Fully Paid","10/1/2010","RENT"
"13353"," 36 months","Fully Paid","10/1/2010","RENT"
"13354"," 60 months","Fully Paid","10/1/2010","RENT"
"13355"," 36 months","Fully Paid","10/1/2010","RENT"
"13356"," 60 months","Fully Paid","10/1/2010","RENT"
"13357"," 60 months","Fully Paid","10/1/2010","RENT"
"13358"," 60 months","Fully Paid","10/1/2010","RENT"
"13359"," 36 months","Fully Paid","10/1/2010","RENT"
"13360"," 36 months","Fully Paid","10/1/2010","RENT"
"13361"," 60 months","Fully Paid","10/1/2010","OWN"
"13362"," 36 months","Charged Off","10/1/2010","OWN"
"13363"," 60 months","Fully Paid","10/1/2010","RENT"
"13364"," 36 months","Fully Paid","10/1/2010","RENT"
"13365"," 60 months","Fully Paid","10/1/2010","RENT"
"13366"," 36 months","Fully Paid","10/1/2010","RENT"
"13367"," 36 months","Fully Paid","10/1/2010","OWN"
"13368"," 36 months","Fully Paid","10/1/2010","RENT"
"13369"," 36 months","Fully Paid","10/1/2010","RENT"
"13370"," 60 months","Fully Paid","10/1/2010","RENT"
"13371"," 60 months","Fully Paid","10/1/2010","RENT"
"13372"," 36 months","Fully Paid","10/1/2010","RENT"
"13373"," 36 months","Charged Off","10/1/2010","RENT"
"13374"," 60 months","Fully Paid","10/1/2010","RENT"
"13375"," 60 months","Fully Paid","10/1/2010","OWN"
"13376"," 60 months","Fully Paid","10/1/2010","RENT"
"13377"," 60 months","Fully Paid","10/1/2010","OWN"
"13378"," 36 months","Fully Paid","10/1/2010","RENT"
"13379"," 36 months","Fully Paid","10/1/2010","OWN"
"13380"," 36 months","Fully Paid","10/1/2010","RENT"
"13381"," 36 months","Fully Paid","10/1/2010","RENT"
"13382"," 36 months","Fully Paid","10/1/2010","RENT"
"13383"," 36 months","Fully Paid","10/1/2010","RENT"
"13384"," 36 months","Fully Paid","10/1/2010","RENT"
"13385"," 36 months","Fully Paid","10/1/2010","OWN"
"13386"," 36 months","Fully Paid","10/1/2010","RENT"
"13387"," 60 months","Fully Paid","10/1/2010","RENT"
"13388"," 60 months","Charged Off","10/1/2010","RENT"
"13389"," 60 months","Fully Paid","10/1/2010","RENT"
"13390"," 36 months","Fully Paid","10/1/2010","RENT"
"13391"," 60 months","Fully Paid","10/1/2010","RENT"
"13392"," 36 months","Fully Paid","10/1/2010","RENT"
"13393"," 36 months","Charged Off","10/1/2010","RENT"
"13394"," 36 months","Fully Paid","10/1/2010","RENT"
"13395"," 36 months","Fully Paid","10/1/2010","RENT"
"13396"," 60 months","Fully Paid","10/1/2010","RENT"
"13397"," 36 months","Fully Paid","9/1/2010","OWN"
"13398"," 36 months","Fully Paid","10/1/2010","RENT"
"13399"," 60 months","Fully Paid","10/1/2010","RENT"
"13400"," 36 months","Fully Paid","10/1/2010","RENT"
"13401"," 36 months","Fully Paid","10/1/2010","RENT"
"13402"," 36 months","Charged Off","10/1/2010","RENT"
"13403"," 60 months","Charged Off","10/1/2010","OWN"
"13404"," 36 months","Fully Paid","10/1/2010","RENT"
"13405"," 36 months","Fully Paid","10/1/2010","RENT"
"13406"," 60 months","Fully Paid","10/1/2010","RENT"
"13407"," 60 months","Fully Paid","10/1/2010","RENT"
"13408"," 36 months","Fully Paid","10/1/2010","RENT"
"13409"," 60 months","Fully Paid","10/1/2010","RENT"
"13410"," 36 months","Fully Paid","9/1/2010","RENT"
"13411"," 36 months","Fully Paid","10/1/2010","OWN"
"13412"," 60 months","Fully Paid","9/1/2010","OWN"
"13413"," 60 months","Fully Paid","10/1/2010","OWN"
"13414"," 60 months","Fully Paid","10/1/2010","RENT"
"13415"," 36 months","Fully Paid","9/1/2010","RENT"
"13416"," 36 months","Fully Paid","10/1/2010","RENT"
"13417"," 36 months","Fully Paid","10/1/2010","RENT"
"13418"," 60 months","Charged Off","10/1/2010","RENT"
"13419"," 36 months","Fully Paid","9/1/2010","OWN"
"13420"," 60 months","Fully Paid","10/1/2010","RENT"
"13421"," 60 months","Fully Paid","9/1/2010","RENT"
"13422"," 60 months","Fully Paid","10/1/2010","OWN"
"13423"," 60 months","Charged Off","9/1/2010","OWN"
"13424"," 36 months","Fully Paid","9/1/2010","RENT"
"13425"," 60 months","Charged Off","9/1/2010","RENT"
"13426"," 36 months","Fully Paid","9/1/2010","OWN"
"13427"," 36 months","Fully Paid","9/1/2010","OWN"
"13428"," 36 months","Fully Paid","9/1/2010","OWN"
"13429"," 60 months","Fully Paid","10/1/2010","RENT"
"13430"," 60 months","Fully Paid","9/1/2010","RENT"
"13431"," 36 months","Fully Paid","10/1/2010","RENT"
"13432"," 60 months","Charged Off","9/1/2010","RENT"
"13433"," 36 months","Fully Paid","9/1/2010","OWN"
"13434"," 36 months","Fully Paid","10/1/2010","RENT"
"13435"," 36 months","Fully Paid","9/1/2010","OWN"
