" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
Monster Government Solutions,Monster Hiring Management Enterprise (MHME),Agency,SaaS,Yes,,,Defense Nuclear Facilities Safety Board,,,FR1711546389
Monster Government Solutions,Monster Hiring Management Enterprise (MHME),Agency,SaaS,Yes,,,Department of the Interior,,,FR1711546389
Monster Government Solutions,Monster Hiring Management Enterprise (MHME),Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1711546389
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,No,11/09/2021,07/31/2019,Federal Communications Commission,,"Coalfire Systems, Inc.",FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Consumer Financial Protection Bureau,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Veterans Affairs,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of the Treasury,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Pretrial Services Agency,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Federal Deposit Insurance Corporation,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Health and Human Services,Health Resources and Services Administration,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Agriculture,,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of the Interior,Office of Natural Resources Revenue,,FR1818161169
MuleSoft,MuleSoft Government Cloud,Agency,PaaS,Yes,,,Department of Commerce,National Telecommunications and Information Administration,,FR1818161169
"Mural Tactivos Inc., DBA Mural",Mural for Government,Agency,SaaS,No,,,Department of Veterans Affairs,,Lunarline Inc,FR2229720196
NEOGOV,NEOGOV Fed Cloud,Agency,SaaS,No,,,,,Moss Adams,FR2119265538
NetApp,Cloud Insights,Agency,SaaS,No,,,Department of Agriculture,,"Schellman Compliance, LLC",FR2217348295
NetComm,Beacon,Agency,SaaS,No,09/14/2021,01/15/2016,Department of Health and Human Services,,"Coalfire Systems, Inc.",F1508127183
"NetDocuments Software, Inc.",NetDocuments Document Management System (DMS),Agency,SaaS,No,01/21/2021,05/07/2021,Department of Justice,,Moss Adams,FR2028977567
"NetDocuments Software, Inc.",NetDocuments Document Management System (DMS),Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,FR2028977567
"Netskope, Inc.",Netskope OneCloud Government,Agency,SaaS,No,09/01/2022,09/23/2019,Department of Health and Human Services,,Kratos,FR1831538827
"Netskope, Inc.",Netskope OneCloud Government,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,FR1831538827
"Netskope, Inc.",Netskope OneCloud Government,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1831538827
"Netskope, Inc.",Netskope Security Cloud,Agency,SaaS,No,,,Department of Veterans Affairs,,Kratos,FR2105946715
New Relic,New Relic,Agency,SaaS,No,02/27/2020,03/02/2020,Other Executive Branch Agency,,"Schellman Compliance, LLC",F1607057910
New Relic,New Relic,Agency,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,F1607057910
New Relic,New Relic,Agency,SaaS,Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,F1607057910
New Relic,New Relic,Agency,SaaS,Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,F1607057910
New Relic,New Relic,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,F1607057910
New Relic,New Relic,Agency,SaaS,Yes,,,Federal Retirement Thrift Investment Board,,,F1607057910
"Newyu, Inc.",LibreView for US Government,Agency,SaaS,No,03/12/2020,05/12/2020,Department of Veterans Affairs,,Kratos,FR2000174962
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,No,08/22/2017,04/09/2018,Department of Defense,,Moss Adams,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Education,Federal Student Aid,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Labor,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Commerce,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,General Services Administration,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Health and Human Services,Health Resources and Services Administration,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Department of Agriculture,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Office of Personnel Management,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1704655535
NICE inContact,NICE inContact CXone Customer Experience Platform,Agency,SaaS,Yes,,,Federal Retirement Thrift Investment Board,,,FR1704655535
Nintex,Nintex Drawloop DocGen,Agency,SaaS,No,03/06/2020,03/25/2020,Department of Veterans Affairs,,"Lunarline, Inc.",FR2001462460
Nintex,Nintex Drawloop DocGen,Agency,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,FR2001462460
Noblis,RunCyberAssurance,Agency,"PaaS, SaaS",No,,,Department of Energy,,Lunarline Inc,FR2213764335
Nuance,Nuance Dragon,Agency,SaaS,No,05/06/2021,08/16/2021,Department of Veterans Affairs,,"Lunarline, Inc.",FR2102036897
Nuance,Nuance Dragon,Agency,SaaS,Yes,,,Department of Health and Human Services,Health Resources and Service Administration,,FR2102036897
"Nucleus Security, Inc",Nucleus Vulnerability & Risk Management Platform,Agency,SaaS,No,,,Department of Health and Human Services,,Linford & Company,FR2134455708
Nuix US Government,Nuix Discover for Government,,SaaS,No,,,,,"NCC Group Security Services, Inc.",FR2214154985
Nutanix,Nutanix Government Cloud Services,Agency,"PaaS, SaaS",No,03/19/2020,05/01/2020,Department of Commerce,,"NCC Group Security Services, Inc.",FR1824038232
Nutanix,Nutanix Government Cloud Services,Agency,"PaaS, SaaS",Yes,,,Department of Housing and Urban Development,HUD Office of the Inspector General,,FR1824038232
OCLC Incorporated,WorldShare Management Services,Agency,SaaS,No,06/18/2020,07/01/2020,Department of Commerce,,"Schellman & Company, LLC",FR1734750951
OCLC Incorporated,WorldShare Management Services,Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1734750951
OCLC Incorporated,WorldShare Management Services,Agency,SaaS,Yes,,,Department of Labor,,,FR1734750951
Okta,Okta IDaaS Government High Cloud (GHC),Agency,SaaS,No,,,Department of Justice,,"Fortreum, LLC",FR2131856836
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,No,06/01/2020,04/26/2017,Department of Justice,,"Fortreum, LLC",F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Surface Transportation Board,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Federal Trade Commission,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Consumer Financial Protection Bureau,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Justice,Office of Justice Programs,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of State,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Energy Efficiency and Renewable Energy,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Federal Communications Commission,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Defense,Department of the Navy,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,National Credit Union Administration,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Education,Federal Student Aid,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Universal Service Administrative Company,,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Energy,Strategic Petroleum Reserve,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1512167750
Okta,Okta IDaaS Regulated Cloud,Agency,SaaS,Yes,,,Federal Retirement Thrift Investment Board,,,F1512167750
OMB,MAX.gov Shared Services,Agency,SaaS,No,06/09/2014,06/09/2014,Other Executive Branch Agency,,"Sera-Brynn, LLC",AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,United States Trade and Development Agency,,,AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,United States Office of Government Ethics,,,AGENCYMAX
OMB,MAX.gov Shared Services,Agency,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,AGENCYMAX
OneSpan Inc.,"OneSpan Sign, E-Signature and Digital Signature Service",Agency,SaaS,No,06/11/2021,05/03/2019,Department of Agriculture,,"Lunarline, Inc.",FR1828848692
OneSpan Inc.,"OneSpan Sign, E-Signature and Digital Signature Service",Agency,SaaS,Yes,,,Department of Commerce,United States Census Bureau,,FR1828848692
OneSpan Inc.,"OneSpan Sign, E-Signature and Digital Signature Service",Agency,SaaS,Yes,,,Department of Education,Federal Student Aid,,FR1828848692
OneStream Software,OneStream Cloud,Agency,SaaS,No,05/11/2022,09/18/2018,Department of the Treasury,,"First Information Technology Services, Inc.",FR1721059275
OneStream Software,OneStream Cloud,Agency,SaaS,Yes,,,Department of Commerce,FirstNet,,FR1721059275
OneStream Software,OneStream Cloud,Agency,SaaS,Yes,,,Millennium Challenge Corporation,,,FR1721059275
OneStream Software,OneStream Cloud,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,FR1721059275
OneStream Software,OneStream Cloud,Agency,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,FR1721059275
OneStream Software,OneStream Cloud,Agency,SaaS,Yes,,,General Services Administration,,,FR1721059275
OneStream Software,OneStream Cloud,Agency,SaaS,Yes,,,Department of Homeland Security,United States Coast Guard,,FR1721059275
"Onspring Technologies, LLC",Onspring GovCloud,Agency,SaaS,No,,,Tennessee Valley Authority,,Emagine IT,FR2231648178
"Ontario Systems, LLC d/b/a Finvi",Ontario Cloud Federal (OCF),Agency,SaaS,No,06/30/2022,01/31/2023,Department of the Treasury,,Moss Adams,FR2110251776
OpenText Inc,OpenText Cloud for Government,Agency,SaaS,No,,,Department of Health and Human Services,,"Schellman Compliance, LLC",FR2203732438
OpenWater Software,OpenWater Awards,Agency,SaaS,No,11/30/2021,12/09/2021,Department of Commerce,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR2113346550
OpenWater Software,OpenWater Awards,Agency,SaaS,Yes,,,National Science Foundation,,,FR2113346550
Oracle,Aconex for Defense,Agency,SaaS,No,01/04/2023,10/30/2020,Department of Defense,,"Coalfire Systems, Inc.",FR1712871948
Oracle,Aconex for Defense,Agency,SaaS,Yes,,,Department of Agriculture,,,FR1712871948
Oracle,Federal Managed Cloud Services,JAB,IaaS,No,02/26/2014,02/26/2014,JAB Authorization,,"Coalfire Systems, Inc.",F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,National Endowment for the Humanities,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Federal Housing Finance Agency,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,U.S. International Development Finance Corporation,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,United States Government Publishing Office,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of Housing and Urban Development,,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of the Treasury,Bureau of Engraving and Printing,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of the Treasury,Bureau of Engraving and Printing,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,F1209041518
Oracle,Federal Managed Cloud Services,JAB,IaaS,Yes,,,Department of Health and Human Services,,,F1209041518
Oracle,Fusion Cloud,Agency,SaaS,No,10/16/2019,01/13/2020,Department of Energy,,"Coalfire Systems, Inc.",F1603257882
Oracle,Fusion Cloud,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1603257882
Oracle,Fusion Cloud,Agency,SaaS,Yes,,,Department of Energy,,,F1603257882
Oracle,Fusion Cloud,Agency,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1603257882
Oracle,Fusion Cloud,Agency,SaaS,Yes,,,Federal Reserve System,,,F1603257882
Oracle,Government Cloud - Common Controls,JAB,IaaS,No,03/14/2018,03/14/2018,JAB Authorization,,"Coalfire Systems, Inc.",F1508277234
Oracle,Government Cloud - Common Controls,JAB,IaaS,Yes,,,Nuclear Regulatory Commission,,,F1508277234
Oracle,Government Cloud - Common Controls,JAB,IaaS,Yes,,,Department of Agriculture,,,F1508277234
Oracle,Government Cloud - Common Controls,JAB,IaaS,Yes,,,Department of Education,Federal Student Aid,,F1508277234
Oracle,Government Cloud - Common Controls,JAB,IaaS,Yes,,,Department of Education,,,F1508277234
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",No,10/01/2020,10/01/2020,JAB Authorization,,"Schellman Compliance, LLC",FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of the Treasury,,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Homeland Security,Customs and Border Protection,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,National Science Foundation,,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Health and Human Services,,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Agriculture,,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Defense,Defense Human Resource Activity,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of the Interior,Office of Natural Resources Revenue,,FR1900048743
Oracle,Oracle Cloud Infrastructure-Government Cloud,JAB,"IaaS, PaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,FR1900048743
Oracle,Oracle Enterprise Performance Management (EPM),Agency,SaaS,No,06/26/2018,09/26/2018,Federal Deposit Insurance Corporation,,"Coalfire Systems, Inc.",F1607077914
Oracle,Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1607077914
Oracle,Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,U.S. International Development Finance Corporation,,,F1607077914
Oracle,Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,Department of Energy,,,F1607077914
Oracle,Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,F1607077914
Oracle,Oracle Enterprise Performance Management (EPM),Agency,SaaS,Yes,,,Department of Education,,,F1607077914
Oracle,Oracle Enterprise Performance Management (EPM) - Moderate,Agency,SaaS,No,,,Department of Housing and Urban Development,,"Coalfire Systems, Inc.",F1607077914A
Oracle,Oracle Service Cloud,JAB,SaaS,No,12/05/2014,12/05/2014,JAB Authorization,,"Coalfire Systems, Inc.",F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,National Aeronautics and Space Administration,,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Defense,Defense Human Resource Activity,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,F1206061351
Oracle,Oracle Service Cloud,JAB,SaaS,Yes,,,Department of Defense,Defense Information Systems Agency,,F1206061351
